Wavelength (nm),Absorbance (AU) 2024-10-30 00:00:01,Absorbance (AU) 2024-10-30 00:15:12,Absorbance (AU) 2024-10-30 00:30:18,Absorbance (AU) 2024-10-30 00:45:24,Absorbance (AU) 2024-10-30 01:00:30,Absorbance (AU) 2024-10-30 01:15:36,Absorbance (AU) 2024-10-30 01:30:42,Absorbance (AU) 2024-10-30 01:45:48,Absorbance (AU) 2024-10-30 02:00:54,Absorbance (AU) 2024-10-30 02:16:00,Absorbance (AU) 2024-10-30 02:31:06,Absorbance (AU) 2024-10-30 02:46:12,Absorbance (AU) 2024-10-30 03:01:18,Absorbance (AU) 2024-10-30 03:16:24,Absorbance (AU) 2024-10-30 03:31:30,Absorbance (AU) 2024-10-30 03:46:36,Absorbance (AU) 2024-10-30 04:01:42,Absorbance (AU) 2024-10-30 04:16:48,Absorbance (AU) 2024-10-30 04:31:54,Absorbance (AU) 2024-10-30 04:47:00,Absorbance (AU) 2024-10-30 05:02:06,Absorbance (AU) 2024-10-30 05:17:12,Absorbance (AU) 2024-10-30 05:32:18,Absorbance (AU) 2024-10-30 05:47:24,Absorbance (AU) 2024-10-30 06:02:30,Absorbance (AU) 2024-10-30 06:17:36,Absorbance (AU) 2024-10-30 06:32:42,Absorbance (AU) 2024-10-30 06:47:48,Absorbance (AU) 2024-10-30 07:02:54,Absorbance (AU) 2024-10-30 07:18:00,Absorbance (AU) 2024-10-30 07:33:06,Absorbance (AU) 2024-10-30 07:48:12,Absorbance (AU) 2024-10-30 08:03:18,Absorbance (AU) 2024-10-30 08:18:24,Absorbance (AU) 2024-10-30 08:33:30,Absorbance (AU) 2024-10-30 08:48:36,Absorbance (AU) 2024-10-30 09:03:42,Absorbance (AU) 2024-10-30 09:18:48,Absorbance (AU) 2024-10-30 09:33:54,Absorbance (AU) 2024-10-30 09:49:00,Absorbance (AU) 2024-10-30 10:04:06,Absorbance (AU) 2024-10-30 10:19:11,Absorbance (AU) 2024-10-30 10:34:17,Absorbance (AU) 2024-10-30 10:49:24,Absorbance (AU) 2024-10-30 11:04:30,Absorbance (AU) 2024-10-30 11:19:36,Absorbance (AU) 2024-10-30 11:34:42,Absorbance (AU) 2024-10-30 11:49:48,Absorbance (AU) 2024-10-30 12:04:54,Absorbance (AU) 2024-10-30 12:19:59,Absorbance (AU) 2024-10-30 12:35:05,Absorbance (AU) 2024-10-30 12:50:11,Absorbance (AU) 2024-10-30 13:05:17,Absorbance (AU) 2024-10-30 13:20:23,Absorbance (AU) 2024-10-30 13:35:29,Absorbance (AU) 2024-10-30 13:50:35,Absorbance (AU) 2024-10-30 14:05:41,Absorbance (AU) 2024-10-30 14:20:47,Absorbance (AU) 2024-10-30 14:35:53,Absorbance (AU) 2024-10-30 14:50:59,Absorbance (AU) 2024-10-30 15:06:05,Absorbance (AU) 2024-10-30 15:21:11,Absorbance (AU) 2024-10-30 15:36:17,Absorbance (AU) 2024-10-30 15:51:23,Absorbance (AU) 2024-10-30 16:06:29,Absorbance (AU) 2024-10-30 16:21:35,Absorbance (AU) 2024-10-30 16:36:41,Absorbance (AU) 2024-10-30 16:51:47,Absorbance (AU) 2024-10-30 17:06:53
926.019582,1.744997,1.758564,1.746956,1.746465,1.752224,1.751397,1.750901,1.757557,1.750901,1.749747,1.753219,1.755216,1.758228,1.763636,1.757725,1.763806,1.762447,1.766194,1.762108,1.769456,1.763466,1.769629,1.766365,1.762447,1.763296,1.764317,1.764658,1.775007,1.767222,1.769284,1.768424,1.764658,1.76534,1.778688,1.770319,1.773438,1.777106,1.781691,1.772743,1.776405,1.774135,1.766537,1.775356,1.772223,1.77904,1.773265,1.778864,1.780452,1.780805,1.771876,1.775356,1.774483,1.776931,1.771529,1.777633,1.779745,1.775705,1.76808,1.778336,1.769974,1.775705,1.771876,1.769974,1.776055,1.774483,1.772396,1.770319,1.775007,1.765511
928.554976,1.773282,1.768731,1.773936,1.778047,1.778873,1.778873,1.774591,1.781197,1.783031,1.782363,1.787397,1.78437,1.783031,1.78706,1.790957,1.787735,1.785041,1.793859,1.791808,1.784035,1.793688,1.794202,1.787566,1.792149,1.797127,1.787566,1.794373,1.788073,1.796092,1.795576,1.793003,1.797645,1.793003,1.798337,1.793346,1.802336,1.791467,1.796609,1.804613,1.804262,1.794717,1.792149,1.79592,1.795404,1.798683,1.804438,1.797299,1.800071,1.800593,1.796954,1.796264,1.802161,1.804789,1.797299,1.795748,1.797818,1.802161,1.802336,1.79506,1.79506,1.796264,1.799029,1.803386,1.79592,1.798337,1.798683,1.790106,1.802511,1.796781
931.088528,1.800683,1.804152,1.804152,1.806479,1.805148,1.805148,1.806479,1.809155,1.807815,1.808652,1.811173,1.817967,1.815917,1.814387,1.814556,1.818652,1.814217,1.813031,1.816258,1.817796,1.821749,1.813369,1.818138,1.822613,1.820887,1.816429,1.827835,1.81951,1.821059,1.813369,1.82244,1.821231,1.823479,1.824695,1.829239,1.817967,1.820542,1.826786,1.830823,1.822613,1.824,1.81677,1.823653,1.820887,1.82731,1.827485,1.829239,1.830294,1.828537,1.831705,1.822787,1.826786,1.825913,1.822787,1.827835,1.83259,1.826262,1.82296,1.819854,1.832059,1.821749,1.828186,1.831705,1.829239,1.82296,1.834008,1.821577,1.825043,1.821404
933.620239,1.828879,1.825556,1.833742,1.824729,1.83594,1.834417,1.840028,1.841399,1.834925,1.833574,1.837299,1.840884,1.837639,1.838832,1.842086,1.843291,1.843809,1.845538,1.851471,1.8445,1.844327,1.849718,1.850418,1.849368,1.853408,1.848844,1.852879,1.851647,1.855708,1.854822,1.846753,1.851998,1.85713,1.858735,1.855176,1.856063,1.853055,1.847797,1.852703,1.850944,1.851471,1.853761,1.859271,1.858021,1.852174,1.865758,1.853938,1.85945,1.854468,1.850243,1.850068,1.855176,1.847972,1.859271,1.85112,1.853232,1.849718,1.850418,1.85235,1.859629,1.85235,1.854114,1.851295,1.848146,1.854645,1.848669,1.856063,1.852174,1.854822
936.150109,1.856895,1.86307,1.869158,1.866713,1.859114,1.862207,1.862034,1.864281,1.865495,1.871442,1.863934,1.865842,1.863761,1.8725,1.868808,1.863761,1.879799,1.878723,1.867934,1.873914,1.876045,1.880338,1.871794,1.882139,1.883224,1.877471,1.875689,1.879799,1.872676,1.883767,1.88232,1.880518,1.87356,1.876045,1.881058,1.885401,1.873737,1.881418,1.875511,1.880878,1.883767,1.881058,1.884855,1.882681,1.880878,1.87944,1.88887,1.881778,1.881959,1.88232,1.881598,1.876758,1.881418,1.889604,1.885764,1.880338,1.891075,1.884674,1.878723,1.888137,1.881778,1.88832,1.883043,1.879261,1.880338,1.880158,1.875689,1.879081,1.885764
938.678137,1.888776,1.889835,1.888071,1.893386,1.894457,1.888247,1.892852,1.893565,1.89571,1.897147,1.892674,1.893386,1.893922,1.898047,1.903122,1.892674,1.898768,1.902211,1.896967,1.914389,1.901121,1.908257,1.898949,1.908996,1.910291,1.909551,1.906784,1.906968,1.906049,1.906416,1.908073,1.902393,1.912894,1.901847,1.908811,1.9066,1.912521,1.919092,1.910106,1.910291,1.909921,1.912149,1.913454,1.907704,1.913454,1.917958,1.912149,1.917204,1.920987,1.916076,1.914014,1.910477,1.911219,1.910848,1.911591,1.911219,1.912335,1.904034,1.911591,1.912335,1.910848,1.912149,1.909921,1.908073,1.914763,1.906784,1.90752,1.913828,1.906968
941.204324,1.914168,1.919828,1.917811,1.917811,1.913805,1.917628,1.916168,1.918543,1.92743,1.921301,1.921117,1.926495,1.920748,1.930056,1.924262,1.922964,1.930433,1.925936,1.928553,1.926869,1.924633,1.932131,1.932888,1.929116,1.937266,1.929304,1.931187,1.935167,1.937457,1.937075,1.93232,1.935167,1.935167,1.936501,1.932509,1.938224,1.94733,1.935547,1.938799,1.931375,1.951067,1.936501,1.947918,1.93976,1.940916,1.942075,1.940916,1.93612,1.944014,1.939568,1.944014,1.95008,1.935357,1.944014,1.942463,1.944598,1.941496,1.940916,1.94285,1.942075,1.934026,1.942656,1.936883,1.940531,1.941302,1.928741,1.933267,1.93631,1.938032
943.72867,1.941336,1.939082,1.935165,1.935908,1.949127,1.929997,1.947405,1.946832,1.953366,1.945309,1.94626,1.952786,1.946451,1.957647,1.953947,1.951627,1.94626,1.953366,1.952399,1.952399,1.951627,1.952013,1.954529,1.955501,1.954141,1.954918,1.957061,1.958234,1.960393,1.96395,1.951241,1.956475,1.953366,1.963355,1.959803,1.959214,1.965142,1.967136,1.956865,1.95843,1.963355,1.967136,1.965341,1.969742,1.95628,1.967535,1.967335,1.963553,1.969742,1.968737,1.959803,1.95843,1.968737,1.968938,1.961773,1.968136,1.958038,1.964943,1.962563,1.96197,1.962563,1.966137,1.959607,1.961181,1.955307,1.964744,1.954141,1.957647,1.956865
946.251174,1.962965,1.97394,1.957006,1.959687,1.962965,1.967439,1.969792,1.968222,1.961998,1.967634,1.966462,1.972553,1.973543,1.969988,1.965099,1.974735,1.967439,1.973543,1.975531,1.978529,1.977128,1.979735,1.976728,1.979534,1.979333,1.979333,1.979735,1.976528,1.973147,1.969006,1.98622,1.978329,1.98054,1.973345,1.981549,1.980137,1.988267,1.980339,1.979936,1.987447,1.986424,1.988472,1.987242,1.986628,1.985404,1.987037,1.988472,1.986628,1.9852,1.992182,1.985812,1.98054,1.984997,1.990735,1.982965,1.984589,1.985608,1.986016,1.987242,1.990529,1.98622,1.97873,1.987652,1.97873,1.982155,1.985404,1.989499,1.984589,1.979132
948.771837,1.972098,1.979719,1.977164,1.976772,1.973262,1.975209,1.980311,1.983282,1.978932,1.981695,1.981102,1.994762,1.982687,1.98229,1.980509,1.9907,1.986875,1.990295,1.988884,1.992929,1.995375,1.994762,1.997834,1.989085,1.992726,1.997424,2.000722,1.99415,1.992523,1.990094,1.990295,1.991712,1.997013,1.996603,1.998863,2.00155,1.996603,2.004253,1.995375,2.001343,2.00238,1.990295,2.002172,1.996603,2.006554,2.002172,2.000101,1.999895,2.006973,2.006344,2.005088,2.003211,2.001136,2.005925,2.005088,2.001136,2.003003,1.999895,1.995989,2.001965,2.002795,1.999069,2.00155,2.004462,1.997834,1.996398,2.000308,1.996808,2.00342
951.290658,1.985023,1.986984,1.982681,1.991331,1.998136,1.987181,1.989944,1.988166,1.996124,1.991928,1.995522,1.99733,1.99452,1.98935,2.005049,1.99412,2.002189,1.995923,2.003413,1.998944,2.006281,2.002801,2.005665,2.009789,2.003005,1.998136,2.01145,2.010204,2.001579,2.001173,2.000969,2.009996,2.007722,2.007516,2.006486,2.002597,2.007516,2.009375,2.013326,2.006692,2.014581,2.008341,2.017102,2.010826,2.007516,2.01605,2.009582,2.00587,2.013326,2.008754,2.013535,2.011034,2.009996,2.017524,2.01584,2.016681,2.013535,2.012908,2.015,2.008961,2.019003,2.00731,2.00464,2.014371,2.012283,2.019638,2.017524,2.009582,2.001782
953.807639,1.997316,1.9926,1.994166,2.003085,2.000489,1.995345,1.9989,2.006704,1.999098,2.005091,2.003886,2.001087,2.011168,2.013623,2.000091,2.006704,2.00029,2.012394,2.014034,2.005091,2.009743,2.015268,2.009133,2.006704,2.013418,2.011168,2.012599,2.012803,2.019822,2.019822,2.015473,2.010964,2.01568,2.016505,2.018367,2.019198,2.013213,2.025055,2.017953,2.022745,2.015886,2.015268,2.011372,2.024004,2.01816,2.016298,2.027167,2.020238,2.01816,2.01816,2.019822,2.019406,2.020446,2.021281,2.032919,2.019822,2.026744,2.01816,2.015268,2.017125,2.023374,2.018367,2.022326,2.01899,2.017539,2.018367,2.021699,2.020446,2.020446
956.322778,2.006695,1.9963,2.004517,2.005308,2.002546,2.003925,1.998243,2.006893,2.004714,2.001761,2.011886,2.005703,2.004714,2.011686,2.010282,2.013698,2.026388,2.017548,2.017548,2.011485,2.016531,2.017751,2.008684,2.012691,2.019588,2.017344,2.017955,2.008684,2.02349,2.023284,2.024523,2.020406,2.021226,2.01572,2.016531,2.018975,2.021226,2.015517,2.027012,2.027844,2.024937,2.026804,2.027844,2.019383,2.031612,2.02618,2.016125,2.027012,2.025558,2.025558,2.02473,2.024523,2.024109,2.020406,2.023284,2.027844,2.022871,2.019179,2.025765,2.024937,2.026596,2.021637,2.017344,2.026804,2.019792,2.024316,2.014102,2.019997,2.020816
958.836075,2.004616,1.998636,2.005977,2.011665,1.999403,2.002484,2.008126,2.008126,2.009499,2.008518,2.010876,2.019232,2.007148,2.011073,2.01883,2.022053,2.016428,2.00793,2.021649,2.019634,2.021447,2.021851,2.024893,2.020842,2.021649,2.016628,2.014835,2.021043,2.028572,2.024283,2.02064,2.022053,2.022053,2.021043,2.027547,2.029805,2.022053,2.028982,2.027751,2.023674,2.023877,2.023268,2.026116,2.025504,2.034149,2.033111,2.032075,2.025708,2.021043,2.024486,2.031455,2.027547,2.032696,2.033941,2.024689,2.029393,2.017427,2.024486,2.028161,2.024893,2.020842,2.032075,2.024283,2.020439,2.022863,2.030011,2.019835,2.0253,2.02632
961.347531,2.003831,1.99947,2.010359,2.002499,2.006315,2.004593,2.000603,2.013465,2.004975,2.013465,2.014831,2.008236,2.007851,2.011133,2.011327,2.015809,2.014635,2.01679,2.025916,2.022123,2.023716,2.019943,2.031364,2.02014,2.019943,2.026117,2.022521,2.024715,2.028934,2.024515,2.020536,2.023916,2.026117,2.021329,2.023716,2.022919,2.029743,2.017379,2.026318,2.029541,2.027926,2.025115,2.031161,2.031161,2.029541,2.03035,2.023318,2.028329,2.024116,2.030755,2.028733,2.031567,2.038323,2.027926,2.028128,2.028531,2.029945,2.033195,2.033603,2.029136,2.020338,2.017969,2.027725,2.028128,2.024315,2.023318,2.018758,2.023118,2.022322
963.857146,2.010912,2.00149,2.007119,2.004295,2.000746,2.01034,2.00996,2.013012,2.016278,2.010531,2.006175,2.00977,2.021126,2.022102,2.015507,2.015315,2.016278,2.014738,2.020931,2.01493,2.021907,2.021907,2.021907,2.016471,2.025635,2.021321,2.029594,2.020931,2.023865,2.025241,2.028601,2.024454,2.022298,2.025832,2.022493,2.026226,2.027214,2.018598,2.020736,2.032787,2.032387,2.027412,2.02761,2.025241,2.031787,2.03379,2.027412,2.031587,2.041692,2.028204,2.023865,2.025832,2.037217,2.026621,2.036812,2.027016,2.032387,2.034192,2.030788,2.031587,2.029992,2.024847,2.031387,2.020931,2.026621,2.021126,2.028601,2.021907,2.031187
966.36492,2.008366,2.005397,2.005582,2.009112,2.000431,2.004842,2.009672,2.01588,2.008553,2.006879,2.019496,2.017209,2.01588,2.023141,2.013047,2.014745,2.014178,2.017779,2.017399,2.017779,2.019496,2.013236,2.015312,2.020643,2.023334,2.021219,2.02896,2.015691,2.024685,2.023912,2.021794,2.024299,2.021794,2.022371,2.026235,2.018541,2.025653,2.031899,2.036445,2.029938,2.023334,2.02818,2.026235,2.029351,2.03131,2.027595,2.03387,2.02896,2.022371,2.029546,2.027012,2.031899,2.030525,2.029351,2.032096,2.024299,2.040436,2.026235,2.026041,2.026623,2.027985,2.022948,2.034265,2.029155,2.020643,2.029155,2.027012,2.015123,2.023912
968.870852,1.999689,2.005655,2.001308,2.005109,2.004746,2.011703,2.014481,2.003476,2.010413,2.006566,2.014295,2.012627,2.012997,2.021786,2.012812,2.014109,2.017837,2.02122,2.017276,2.024059,2.014295,2.021975,2.021597,2.017276,2.02539,2.027491,2.02349,2.01915,2.022353,2.025771,2.03095,2.026917,2.023679,2.02122,2.025771,2.024439,2.02501,2.029986,2.028065,2.016902,2.018399,2.023869,2.02539,2.025581,2.021031,2.032109,2.029794,2.03095,2.028833,2.028065,2.029409,2.027874,2.025771,2.027108,2.040114,2.027491,2.032302,2.032109,2.031915,2.026917,2.028257,2.026535,2.0233,2.026535,2.017837,2.024439,2.0233,2.02122,2.020089
971.374943,2.006323,1.998321,2.000795,2.001327,2.006502,2.007041,2.007401,2.003104,2.005785,2.011922,2.013926,2.010651,2.004175,2.011559,2.014109,2.010289,2.012468,2.011195,2.012832,2.015573,2.016491,2.01265,2.018147,2.010651,2.01539,2.018516,2.021294,2.024837,2.023342,2.02615,2.018516,2.02465,2.01594,2.023155,2.016123,2.026902,2.024089,2.021851,2.019625,2.034495,2.026526,2.020737,2.024837,2.027091,2.027091,2.024089,2.026526,2.022782,2.027844,2.029924,2.026902,2.022969,2.017963,2.016674,2.025587,2.017226,2.028222,2.023155,2.027467,2.030492,2.026526,2.032966,2.016491,2.022782,2.033539,2.0254,2.022969,2.02241,2.020551
973.877192,1.996652,1.993895,2.002743,1.999426,1.99821,2.001168,2.003094,2.003094,2.003796,1.999948,2.005556,2.00821,2.010167,2.013029,2.003094,2.010881,2.007678,2.015729,2.022096,2.013388,2.012491,2.011953,2.008743,2.013927,2.009276,2.021181,2.020632,2.018992,2.009811,2.025222,2.025592,2.018446,2.019902,2.020998,2.020632,2.023013,2.021363,2.0243,2.030982,2.025222,2.018083,2.019174,2.023932,2.022829,2.023197,2.027072,2.029488,2.033044,2.023932,2.016814,2.02338,2.025407,2.02173,2.020815,2.018083,2.025222,2.016995,2.022646,2.019902,2.024669,2.022646,2.016814,2.01609,2.026516,2.01609,2.023564,2.013208,2.019538,2.020632
