Wavelength (nm),Absorbance (AU) 2024-09-27 00:01:09,Absorbance (AU) 2024-09-27 00:16:15,Absorbance (AU) 2024-09-27 00:31:21,Absorbance (AU) 2024-09-27 00:46:27,Absorbance (AU) 2024-09-27 01:01:33,Absorbance (AU) 2024-09-27 01:16:39,Absorbance (AU) 2024-09-27 01:31:45,Absorbance (AU) 2024-09-27 01:46:51,Absorbance (AU) 2024-09-27 02:01:57,Absorbance (AU) 2024-09-27 02:17:03,Absorbance (AU) 2024-09-27 02:32:09,Absorbance (AU) 2024-09-27 02:47:15,Absorbance (AU) 2024-09-27 03:02:21,Absorbance (AU) 2024-09-27 03:17:27,Absorbance (AU) 2024-09-27 03:32:33,Absorbance (AU) 2024-09-27 03:47:39,Absorbance (AU) 2024-09-27 04:02:45,Absorbance (AU) 2024-09-27 04:17:51,Absorbance (AU) 2024-09-27 04:32:57,Absorbance (AU) 2024-09-27 04:48:02,Absorbance (AU) 2024-09-27 05:03:08,Absorbance (AU) 2024-09-27 05:18:14,Absorbance (AU) 2024-09-27 05:33:20,Absorbance (AU) 2024-09-27 05:48:26,Absorbance (AU) 2024-09-27 06:03:31,Absorbance (AU) 2024-09-27 06:18:38,Absorbance (AU) 2024-09-27 06:33:44,Absorbance (AU) 2024-09-27 06:48:50,Absorbance (AU) 2024-09-27 07:03:56,Absorbance (AU) 2024-09-27 07:19:02,Absorbance (AU) 2024-09-27 07:34:08,Absorbance (AU) 2024-09-27 07:49:14,Absorbance (AU) 2024-09-27 08:04:20,Absorbance (AU) 2024-09-27 08:19:26,Absorbance (AU) 2024-09-27 08:34:32,Absorbance (AU) 2024-09-27 08:49:38,Absorbance (AU) 2024-09-27 09:04:44,Absorbance (AU) 2024-09-27 09:19:50,Absorbance (AU) 2024-09-27 09:34:56,Absorbance (AU) 2024-09-27 09:50:02,Absorbance (AU) 2024-09-27 10:05:08,Absorbance (AU) 2024-09-27 10:20:14,Absorbance (AU) 2024-09-27 10:35:20,Absorbance (AU) 2024-09-27 10:50:26,Absorbance (AU) 2024-09-27 11:05:32,Absorbance (AU) 2024-09-27 11:20:38,Absorbance (AU) 2024-09-27 11:35:44,Absorbance (AU) 2024-09-27 11:50:50,Absorbance (AU) 2024-09-27 12:05:56,Absorbance (AU) 2024-09-27 12:21:02,Absorbance (AU) 2024-09-27 12:36:08,Absorbance (AU) 2024-09-27 12:51:14,Absorbance (AU) 2024-09-27 13:06:20,Absorbance (AU) 2024-09-27 13:21:26,Absorbance (AU) 2024-09-27 13:36:32,Absorbance (AU) 2024-09-27 13:51:38,Absorbance (AU) 2024-09-27 14:06:45,Absorbance (AU) 2024-09-27 14:21:51,Absorbance (AU) 2024-09-27 14:36:57,Absorbance (AU) 2024-09-27 14:52:03,Absorbance (AU) 2024-09-27 15:07:09,Absorbance (AU) 2024-09-27 15:22:15,Absorbance (AU) 2024-09-27 15:37:21,Absorbance (AU) 2024-09-27 15:52:27,Absorbance (AU) 2024-09-27 16:07:33,Absorbance (AU) 2024-09-27 16:22:39
926.019582,1.686415,1.693881,1.700888,1.700006,1.703545,1.710561,1.706069,1.707711,1.711615,1.714339,1.709659,1.714947,1.717233,1.714795,1.720916,1.696786,1.702805,1.704286,1.700888,1.696349,1.696204,1.702214,1.709208,1.704583,1.702067,1.698832,1.699565,1.700153,1.703101,1.704731,1.702362,1.703249,1.702805,1.701624,1.698539,1.696786,1.701919,1.701035,1.704434,1.698393,1.701182,1.699565,1.697954,1.698247,1.698247,1.702362,1.704731,1.705474,1.707412,1.706666,1.709509,1.712673,1.705177,1.704286,1.699419,1.70251,1.715555,1.703249,1.702953,1.7003,1.703841,1.70488,1.707412,1.702362,1.701919,1.700594
928.554976,1.708864,1.715249,1.719993,1.726545,1.729195,1.734243,1.731266,1.734392,1.724058,1.73186,1.730821,1.733497,1.734243,1.736039,1.73709,1.720861,1.726106,1.723184,1.719271,1.720571,1.72173,1.722893,1.725373,1.724642,1.719126,1.727868,1.726399,1.725227,1.725666,1.724204,1.722311,1.726399,1.729785,1.721876,1.728015,1.720716,1.722893,1.724204,1.723913,1.720282,1.724496,1.72115,1.723621,1.71855,1.718118,1.722311,1.723475,1.72831,1.730525,1.735289,1.733497,1.738143,1.725813,1.723913,1.717974,1.718406,1.733646,1.726399,1.723913,1.729047,1.723913,1.729342,1.72552,1.721585,1.726545,1.726839
931.088528,1.73261,1.7387,1.745021,1.74997,1.752024,1.750702,1.753349,1.758394,1.750556,1.754679,1.76184,1.756013,1.762895,1.762292,1.758543,1.748071,1.740701,1.75276,1.753497,1.744587,1.745166,1.749238,1.746035,1.741418,1.743721,1.749092,1.751583,1.747634,1.745311,1.745456,1.750995,1.747488,1.7456,1.743288,1.74778,1.746761,1.745311,1.74997,1.741562,1.745456,1.740128,1.739985,1.748362,1.740558,1.740845,1.748217,1.752465,1.755271,1.754975,1.757351,1.754679,1.757798,1.749531,1.745456,1.746326,1.744732,1.754827,1.746907,1.743432,1.746616,1.739985,1.746761,1.745166,1.742136,1.744009,1.746616
933.620239,1.750643,1.766964,1.762504,1.773375,1.771763,1.771033,1.78003,1.778691,1.778542,1.775434,1.776911,1.77632,1.775877,1.778691,1.783622,1.767543,1.768558,1.768994,1.770595,1.764225,1.764225,1.768413,1.770012,1.774845,1.771763,1.773228,1.770887,1.770887,1.771617,1.768848,1.767109,1.771033,1.771179,1.772641,1.771325,1.769721,1.772935,1.766675,1.762361,1.765232,1.763651,1.764081,1.767109,1.770449,1.76943,1.773081,1.767688,1.7778,1.7778,1.778245,1.778542,1.776764,1.774992,1.767833,1.771763,1.765232,1.786184,1.772935,1.771325,1.771763,1.767543,1.770887,1.765376,1.770595,1.766964,1.771909
936.150109,1.776014,1.788636,1.788782,1.79494,1.79435,1.792437,1.798647,1.801486,1.797606,1.805402,1.798796,1.79984,1.809964,1.805402,1.808438,1.793024,1.793613,1.787909,1.78951,1.78951,1.790678,1.789656,1.791117,1.795679,1.790971,1.796419,1.789656,1.797903,1.797012,1.791117,1.794202,1.795088,1.794055,1.793024,1.792877,1.79229,1.79376,1.79024,1.787038,1.78559,1.790386,1.790532,1.791557,1.794055,1.785013,1.789656,1.787909,1.79185,1.793171,1.799094,1.802988,1.797012,1.79835,1.79024,1.787764,1.795531,1.799393,1.79435,1.795235,1.789219,1.783716,1.79024,1.787764,1.793024,1.787328,1.790825
938.678137,1.79109,1.809653,1.817067,1.815276,1.820822,1.817815,1.818715,1.829199,1.826898,1.820671,1.826592,1.833682,1.829969,1.829507,1.827357,1.816619,1.814532,1.813641,1.818715,1.818115,1.816171,1.813641,1.815276,1.817217,1.819466,1.812752,1.813196,1.811864,1.815574,1.813641,1.816918,1.813048,1.813048,1.816619,1.819016,1.815425,1.823698,1.815872,1.812604,1.811569,1.811126,1.811126,1.813789,1.8129,1.814235,1.811126,1.814532,1.822182,1.823849,1.82461,1.812604,1.824458,1.815872,1.82052,1.810831,1.819166,1.819617,1.810831,1.812456,1.819767,1.812456,1.817516,1.813048,1.814086,1.810831,1.808185
941.204324,1.824207,1.82347,1.829847,1.838904,1.840739,1.837078,1.844277,1.843505,1.840892,1.845049,1.84691,1.845979,1.848623,1.85317,1.843043,1.839515,1.832845,1.832394,1.838447,1.834352,1.836016,1.837078,1.830894,1.833447,1.828504,1.833749,1.839973,1.837838,1.834956,1.832394,1.837534,1.841045,1.832845,1.834805,1.833749,1.835107,1.835561,1.836774,1.829847,1.829697,1.818784,1.828802,1.832695,1.828802,1.831044,1.840586,1.835561,1.838904,1.843968,1.842273,1.842427,1.832544,1.833297,1.841505,1.82776,1.832544,1.845204,1.831193,1.826128,1.83647,1.832845,1.831493,1.830445,1.835561,1.83647,1.832695
943.72867,1.834079,1.847071,1.851795,1.854408,1.862029,1.859682,1.860776,1.865653,1.860776,1.863916,1.859994,1.864705,1.862814,1.868988,1.867397,1.854871,1.85518,1.856417,1.850724,1.852562,1.85103,1.850724,1.85103,1.851642,1.84996,1.857658,1.855334,1.857658,1.861245,1.856417,1.8541,1.857037,1.858591,1.85103,1.853023,1.857503,1.856417,1.85103,1.843297,1.841348,1.851183,1.845406,1.849198,1.846919,1.847071,1.849655,1.854563,1.849808,1.855953,1.857813,1.862972,1.858591,1.855334,1.851949,1.851949,1.852716,1.862343,1.846768,1.845105,1.849503,1.853177,1.843899,1.853484,1.848133,1.846919,1.853638
946.251174,1.849945,1.858077,1.864818,1.866055,1.866519,1.878621,1.870255,1.875603,1.881018,1.871038,1.879578,1.876078,1.882463,1.881178,1.882141,1.872449,1.869474,1.871351,1.870099,1.867916,1.8659,1.871821,1.8659,1.862815,1.869474,1.866674,1.866055,1.86885,1.866209,1.870568,1.868072,1.868228,1.871978,1.870099,1.872606,1.867916,1.863892,1.870255,1.862815,1.860211,1.863738,1.857925,1.8596,1.868228,1.863123,1.866519,1.867761,1.874655,1.873393,1.875603,1.879898,1.868695,1.869943,1.870724,1.865281,1.869786,1.874181,1.862354,1.864663,1.867606,1.867761,1.86714,1.857621,1.864355,1.866364,1.862815
948.771837,1.868194,1.871408,1.87713,1.875266,1.879784,1.885935,1.886571,1.889604,1.886412,1.881668,1.884192,1.891049,1.891049,1.900144,1.900801,1.882455,1.881196,1.885935,1.880097,1.877753,1.877441,1.88151,1.879471,1.879314,1.881668,1.878845,1.883401,1.882297,1.878065,1.880254,1.875421,1.886094,1.883243,1.879158,1.876041,1.875731,1.879314,1.877909,1.879471,1.873564,1.872639,1.871255,1.87341,1.874646,1.871869,1.875266,1.874028,1.880411,1.881825,1.883875,1.877441,1.881825,1.881196,1.880097,1.879002,1.876974,1.8853,1.874337,1.875731,1.87713,1.875111,1.875731,1.870948,1.876197,1.876663,1.881825
951.290658,1.871939,1.878168,1.886199,1.887448,1.891848,1.888544,1.89725,1.894859,1.894541,1.892796,1.895495,1.89757,1.898211,1.891374,1.902883,1.886667,1.885887,1.888387,1.889799,1.887448,1.888387,1.886043,1.88542,1.885887,1.886667,1.893588,1.889485,1.886979,1.892163,1.88823,1.893271,1.889799,1.882628,1.882474,1.886355,1.883402,1.885109,1.876945,1.87664,1.877251,1.882628,1.875878,1.885732,1.882165,1.880623,1.880162,1.885887,1.887135,1.889799,1.8887,1.89248,1.895018,1.891532,1.882628,1.883402,1.884643,1.898211,1.883402,1.882474,1.882319,1.889957,1.880316,1.889328,1.886511,1.885732,1.886979
953.807639,1.880857,1.889249,1.891721,1.898278,1.90096,1.900011,1.900011,1.900011,1.897806,1.903022,1.901594,1.90782,1.911047,1.906695,1.908947,1.888941,1.892652,1.888326,1.898435,1.887251,1.892341,1.891256,1.890638,1.890174,1.898907,1.892807,1.897649,1.889557,1.894363,1.896394,1.893896,1.894207,1.894207,1.891876,1.894207,1.893429,1.895925,1.889711,1.883738,1.885109,1.888633,1.886638,1.890638,1.889711,1.893429,1.894987,1.883586,1.896864,1.895768,1.894831,1.895612,1.898592,1.894207,1.892807,1.892341,1.890174,1.897492,1.890483,1.889557,1.893429,1.891411,1.887404,1.886638,1.896394,1.882826,1.886026
956.322778,1.881806,1.888255,1.897727,1.901761,1.901138,1.900516,1.89819,1.911057,1.898964,1.899584,1.911854,1.905833,1.908833,1.914414,1.916828,1.893271,1.899274,1.898036,1.897572,1.902541,1.89205,1.898036,1.90005,1.890528,1.900671,1.892965,1.897727,1.894649,1.894649,1.894036,1.897572,1.894342,1.899429,1.89266,1.897418,1.891745,1.889921,1.890984,1.891288,1.889769,1.891136,1.888406,1.893271,1.886897,1.88886,1.891136,1.895263,1.892202,1.891897,1.899429,1.901294,1.909944,1.897727,1.892355,1.8875,1.889163,1.907094,1.888406,1.891745,1.894496,1.891593,1.889921,1.895263,1.894802,1.89266,1.893424
958.836075,1.883089,1.891839,1.893941,1.900616,1.898938,1.900463,1.903069,1.904763,1.899852,1.903376,1.900922,1.911764,1.910824,1.904763,1.914281,1.90031,1.898329,1.894846,1.892139,1.899547,1.890792,1.897266,1.901381,1.892739,1.901687,1.901228,1.900769,1.900463,1.895601,1.894997,1.897114,1.894846,1.901228,1.894393,1.895147,1.894544,1.898786,1.895601,1.884855,1.887813,1.896963,1.88811,1.89334,1.899242,1.894544,1.89124,1.89666,1.900463,1.901687,1.902301,1.903838,1.90569,1.900005,1.89139,1.901534,1.896205,1.905381,1.894092,1.894544,1.89349,1.892889,1.896054,1.894092,1.894243,1.894695,1.896963
961.347531,1.880132,1.8919,1.897234,1.900827,1.90339,1.902937,1.905361,1.904754,1.908716,1.904299,1.913178,1.909175,1.915971,1.916282,1.91675,1.902484,1.900677,1.902786,1.900527,1.897831,1.896043,1.903542,1.90173,1.895301,1.897682,1.899626,1.901128,1.903996,1.90158,1.896638,1.896192,1.896787,1.90339,1.895597,1.896787,1.893967,1.904299,1.896638,1.896341,1.888088,1.891753,1.891164,1.892785,1.895449,1.893671,1.893967,1.894411,1.905057,1.900978,1.906578,1.902635,1.903088,1.888965,1.897831,1.894263,1.887796,1.909175,1.901128,1.897085,1.895746,1.896192,1.894263,1.899776,1.896638,1.896192,1.893967
963.857146,1.882699,1.898877,1.89873,1.899909,1.905999,1.902127,1.908851,1.910209,1.912632,1.905252,1.908851,1.915222,1.914764,1.915834,1.917213,1.897848,1.901979,1.897408,1.895359,1.89873,1.904655,1.894776,1.903018,1.89463,1.901682,1.898583,1.898877,1.903315,1.902424,1.901682,1.899024,1.898877,1.897555,1.902424,1.904059,1.894339,1.89609,1.898142,1.889415,1.890136,1.89274,1.889559,1.894193,1.896529,1.894048,1.89158,1.898289,1.900942,1.897848,1.89873,1.902869,1.905999,1.899172,1.894193,1.891725,1.894339,1.906748,1.894484,1.898142,1.892885,1.899319,1.899024,1.894922,1.89158,1.88769,1.89609
966.36492,1.885434,1.891795,1.89825,1.90451,1.897096,1.911904,1.903924,1.914897,1.903046,1.905979,1.915197,1.915347,1.913098,1.911159,1.909672,1.897817,1.899698,1.897673,1.899408,1.896088,1.902024,1.897528,1.906126,1.903339,1.900569,1.906567,1.899698,1.895513,1.898106,1.90407,1.900569,1.898395,1.899408,1.893936,1.896088,1.898684,1.897962,1.891653,1.894366,1.888957,1.896376,1.895083,1.89854,1.893936,1.894366,1.896952,1.901005,1.906715,1.902462,1.906273,1.903924,1.900279,1.903192,1.892508,1.897528,1.898106,1.907895,1.896952,1.893079,1.8908,1.897528,1.894366,1.894939,1.900714,1.89537,1.900424
968.870852,1.88529,1.890704,1.897604,1.904614,1.906638,1.905047,1.90577,1.908526,1.905192,1.90088,1.905481,1.905192,1.91174,1.918538,1.917645,1.899453,1.903318,1.897036,1.900737,1.900452,1.89931,1.901453,1.90375,1.899453,1.898741,1.904038,1.897746,1.89803,1.896611,1.903318,1.901453,1.904326,1.901739,1.898598,1.893507,1.902456,1.895198,1.896187,1.894211,1.896753,1.89407,1.884877,1.888892,1.893648,1.898172,1.893929,1.900452,1.896611,1.89548,1.899453,1.904326,1.909255,1.89407,1.895763,1.89931,1.892524,1.904326,1.887088,1.894493,1.891963,1.895339,1.89407,1.895621,1.890565,1.892665,1.894493
971.374943,1.882013,1.888942,1.895427,1.900742,1.898636,1.898356,1.906123,1.904701,1.905554,1.903991,1.909413,1.911139,1.913886,1.912727,1.914031,1.898776,1.897797,1.896541,1.896959,1.898776,1.902434,1.895705,1.896262,1.897517,1.897238,1.899337,1.901728,1.902152,1.899478,1.896959,1.897937,1.899618,1.895288,1.90187,1.896541,1.90032,1.899057,1.898776,1.891966,1.886347,1.888121,1.892794,1.894733,1.893624,1.895984,1.892103,1.894594,1.898356,1.89682,1.90032,1.908982,1.903566,1.894871,1.895566,1.891966,1.888531,1.903708,1.896262,1.893209,1.894871,1.898636,1.890589,1.892518,1.896262,1.894316,1.890451
973.877192,1.886836,1.886567,1.899085,1.899085,1.901161,1.900607,1.907448,1.898809,1.903944,1.903247,1.904503,1.905062,1.909989,1.90773,1.915688,1.899362,1.897845,1.896882,1.900053,1.895785,1.895922,1.893598,1.897983,1.892373,1.892102,1.897845,1.897157,1.89757,1.8951,1.898947,1.900607,1.895374,1.897983,1.896059,1.897157,1.899362,1.900053,1.890204,1.893054,1.88697,1.893598,1.882164,1.892102,1.891694,1.888853,1.89319,1.89319,1.896059,1.899638,1.903247,1.895648,1.905763,1.891966,1.889933,1.891694,1.891152,1.904503,1.900884,1.891016,1.892102,1.888719,1.891559,1.892645,1.894008,1.895922,1.896608
976.3776,1.876365,1.888272,1.888936,1.898472,1.899424,1.901744,1.894821,1.904902,1.906974,1.900514,1.902154,1.912409,1.906559,1.908639,1.910869,1.899016,1.89294,1.894148,1.893476,1.888936,1.894417,1.888404,1.894417,1.896305,1.897794,1.89671,1.895495,1.893476,1.896981,1.887609,1.892537,1.89888,1.893342,1.89617,1.898608,1.898065,1.897522,1.889068,1.885232,1.887874,1.884968,1.883391,1.887477,1.884968,1.885891,1.886815,1.889467,1.889068,1.893745,1.897252,1.892136,1.898744,1.890533,1.891334,1.8896,1.890133,1.894148,1.888272,1.889467,1.888936,1.894282,1.888936,1.888272,1.892136,1.888537,1.889467
978.876167,1.877953,1.8809,1.889732,1.89541,1.897676,1.895942,1.900223,1.902919,1.895543,1.899149,1.898211,1.904003,1.903731,1.904003,1.902919,1.896875,1.891968,1.895012,1.893951,1.8896,1.892628,1.897009,1.889994,1.89541,1.896475,1.890388,1.891177,1.894481,1.893289,1.895676,1.894746,1.897009,1.893818,1.889732,1.888029,1.889076,1.890519,1.891968,1.884255,1.884515,1.890388,1.886724,1.879104,1.886203,1.893951,1.889076,1.885163,1.887507,1.895809,1.895942,1.893024,1.895676,1.885423,1.891441,1.888945,1.889207,1.899685,1.894083,1.888029,1.888814,1.886073,1.886073,1.890914,1.889338,1.8896,1.888552
