Wavelength (nm),Absorbance (AU) 2024-09-25 00:00:05,Absorbance (AU) 2024-09-25 00:15:14,Absorbance (AU) 2024-09-25 00:30:24,Absorbance (AU) 2024-09-25 00:45:34,Absorbance (AU) 2024-09-25 01:00:43,Absorbance (AU) 2024-09-25 01:15:53,Absorbance (AU) 2024-09-25 01:31:02,Absorbance (AU) 2024-09-25 01:46:12,Absorbance (AU) 2024-09-25 02:01:22,Absorbance (AU) 2024-09-25 02:16:31,Absorbance (AU) 2024-09-25 02:31:41,Absorbance (AU) 2024-09-25 02:46:50,Absorbance (AU) 2024-09-25 03:02:00,Absorbance (AU) 2024-09-25 03:17:09,Absorbance (AU) 2024-09-25 03:32:19,Absorbance (AU) 2024-09-25 03:47:28,Absorbance (AU) 2024-09-25 04:02:38,Absorbance (AU) 2024-09-25 04:17:48,Absorbance (AU) 2024-09-25 04:32:57,Absorbance (AU) 2024-09-25 04:48:07,Absorbance (AU) 2024-09-25 05:03:17,Absorbance (AU) 2024-09-25 05:18:26,Absorbance (AU) 2024-09-25 05:33:36,Absorbance (AU) 2024-09-25 05:48:45,Absorbance (AU) 2024-09-25 06:03:55,Absorbance (AU) 2024-09-25 06:19:04,Absorbance (AU) 2024-09-25 06:34:14,Absorbance (AU) 2024-09-25 06:49:24,Absorbance (AU) 2024-09-25 07:04:33,Absorbance (AU) 2024-09-25 07:19:43,Absorbance (AU) 2024-09-25 07:34:53,Absorbance (AU) 2024-09-25 07:50:02,Absorbance (AU) 2024-09-25 08:05:12,Absorbance (AU) 2024-09-25 08:20:21,Absorbance (AU) 2024-09-25 08:35:31,Absorbance (AU) 2024-09-25 08:50:41,Absorbance (AU) 2024-09-25 09:05:50,Absorbance (AU) 2024-09-25 09:21:00,Absorbance (AU) 2024-09-25 09:36:09,Absorbance (AU) 2024-09-25 09:51:19,Absorbance (AU) 2024-09-25 10:06:29,Absorbance (AU) 2024-09-25 10:21:38,Absorbance (AU) 2024-09-25 10:36:48,Absorbance (AU) 2024-09-25 10:51:58,Absorbance (AU) 2024-09-25 11:07:07,Absorbance (AU) 2024-09-25 11:22:17,Absorbance (AU) 2024-09-25 11:37:27,Absorbance (AU) 2024-09-25 11:52:36,Absorbance (AU) 2024-09-25 12:07:46,Absorbance (AU) 2024-09-25 12:22:55,Absorbance (AU) 2024-09-25 12:38:05,Absorbance (AU) 2024-09-25 12:53:11,Absorbance (AU) 2024-09-25 13:08:20,Absorbance (AU) 2024-09-25 13:23:30,Absorbance (AU) 2024-09-25 13:38:40,Absorbance (AU) 2024-09-25 13:53:49,Absorbance (AU) 2024-09-25 14:08:59,Absorbance (AU) 2024-09-25 14:24:08,Absorbance (AU) 2024-09-25 14:39:18,Absorbance (AU) 2024-09-25 14:54:28,Absorbance (AU) 2024-09-25 15:09:37,Absorbance (AU) 2024-09-25 15:24:47,Absorbance (AU) 2024-09-25 15:39:57,Absorbance (AU) 2024-09-25 15:55:06,Absorbance (AU) 2024-09-25 16:10:16,Absorbance (AU) 2024-09-25 16:25:26,Absorbance (AU) 2024-09-25 16:40:36
926.019582,1.7203,1.719531,1.713278,1.717539,1.714795,1.715403,1.716317,1.711917,1.712673,1.718457,1.720454,1.722151,1.719992,1.721687,1.724942,1.71861,1.722615,1.722151,1.728691,1.717998,1.721379,1.720608,1.725097,1.720454,1.724631,1.726812,1.7265,1.734217,1.733106,1.738369,1.73184,1.7339,1.730578,1.741751,1.739493,1.740782,1.746465,1.737087,1.741105,1.739332,1.739332,1.736288,1.747283,1.743858,1.745486,1.740943,1.744997,1.749418,1.748924,1.75239,1.701182,1.747939,1.758061,1.759911,1.752059,1.757893,1.759743,1.743696,1.740137,1.743696,1.743696,1.744508,1.759574,1.764147,1.763806,1.763126,1.767565
928.554976,1.740258,1.742079,1.734093,1.736789,1.737541,1.740258,1.744519,1.732752,1.743602,1.739199,1.742688,1.739048,1.742992,1.740258,1.742231,1.741775,1.744213,1.746511,1.745744,1.743602,1.741471,1.742688,1.744519,1.744978,1.748359,1.744825,1.750059,1.756299,1.758189,1.751611,1.759611,1.757716,1.756928,1.765991,1.763907,1.763428,1.761675,1.763588,1.761516,1.769378,1.766313,1.76954,1.766313,1.764708,1.76088,1.765509,1.768085,1.770838,1.769702,1.774919,1.71855,1.78153,1.775083,1.773936,1.778542,1.779702,1.788411,1.765831,1.756928,1.766152,1.770676,1.765509,1.783365,1.781696,1.783365,1.7837,1.782697
931.088528,1.764405,1.761991,1.759889,1.757053,1.760939,1.759889,1.76154,1.755568,1.75631,1.757798,1.764859,1.770808,1.761389,1.7638,1.767595,1.762292,1.766833,1.764405,1.766377,1.757649,1.768052,1.76851,1.767442,1.766073,1.770501,1.768663,1.772963,1.77389,1.785806,1.778086,1.782323,1.776839,1.775129,1.785648,1.779651,1.78708,1.782166,1.788997,1.786602,1.787878,1.780121,1.788517,1.779964,1.78708,1.79012,1.789318,1.788677,1.789158,1.791567,1.798059,1.745311,1.796427,1.801177,1.795126,1.797079,1.794639,1.804152,1.787878,1.783745,1.787559,1.788997,1.793505,1.794152,1.807815,1.802992,1.804483,1.805314
933.620239,1.789522,1.787243,1.784976,1.784073,1.781373,1.788002,1.786789,1.784223,1.785882,1.787092,1.786486,1.791813,1.788457,1.787698,1.788609,1.78694,1.783021,1.787395,1.784374,1.788002,1.786789,1.786184,1.79304,1.79258,1.799071,1.793809,1.798604,1.802824,1.800787,1.807721,1.807403,1.805819,1.806135,1.804871,1.812352,1.801257,1.818334,1.809312,1.811711,1.812674,1.809153,1.814445,1.812192,1.806928,1.808834,1.809312,1.813317,1.822258,1.821766,1.824234,1.771471,1.815414,1.819965,1.825059,1.822751,1.820455,1.827713,1.817196,1.808675,1.809631,1.812674,1.814929,1.826882,1.827048,1.836619,1.827214,1.836619
936.150109,1.810576,1.802237,1.809964,1.807373,1.799542,1.804646,1.807373,1.806917,1.812109,1.80344,1.807373,1.815812,1.806917,1.812416,1.808742,1.810729,1.810882,1.808438,1.812263,1.807069,1.813186,1.807373,1.812878,1.816898,1.822211,1.815347,1.819859,1.822683,1.820328,1.822526,1.827113,1.824734,1.83191,1.822683,1.825367,1.832715,1.83175,1.839043,1.833037,1.835624,1.836273,1.836111,1.834006,1.828706,1.830305,1.827272,1.843644,1.838064,1.837901,1.843314,1.788345,1.841995,1.83937,1.84746,1.848963,1.841995,1.848629,1.836273,1.821583,1.833521,1.839207,1.837086,1.845299,1.844968,1.848629,1.851815,1.856895
938.678137,1.829815,1.830585,1.824001,1.830431,1.829045,1.830123,1.831821,1.827664,1.836801,1.831512,1.833993,1.837741,1.841205,1.834148,1.838369,1.841363,1.841996,1.831357,1.837898,1.834459,1.843742,1.834615,1.835707,1.839942,1.841521,1.83555,1.842313,1.8487,1.846134,1.852578,1.853715,1.847736,1.851929,1.860108,1.850958,1.857146,1.855999,1.854856,1.856818,1.854692,1.860604,1.855182,1.846294,1.857966,1.859778,1.852578,1.8611,1.867771,1.866261,1.860108,1.816918,1.863923,1.86226,1.877458,1.869118,1.873183,1.873523,1.858131,1.853878,1.855836,1.858624,1.858624,1.866261,1.872673,1.877458,1.880736,1.877287
941.204324,1.857129,1.85254,1.857447,1.851911,1.852068,1.85144,1.85317,1.854908,1.854117,1.851754,1.850185,1.864671,1.857129,1.855383,1.860323,1.850185,1.858404,1.856176,1.856811,1.859682,1.852068,1.857607,1.856493,1.853643,1.860964,1.861767,1.858085,1.861928,1.872182,1.874825,1.870374,1.872841,1.874825,1.87103,1.877818,1.876152,1.874659,1.873501,1.875654,1.878653,1.872676,1.886071,1.880328,1.875488,1.879489,1.874163,1.881167,1.883697,1.887775,1.887945,1.836622,1.884035,1.886411,1.884035,1.888971,1.890343,1.894137,1.886581,1.870702,1.881336,1.877985,1.883866,1.897616,1.894831,1.89657,1.891375,1.900068
943.72867,1.874604,1.872832,1.864231,1.870746,1.868669,1.869307,1.868988,1.871226,1.872028,1.86851,1.871386,1.874443,1.876061,1.878172,1.878498,1.873637,1.879314,1.874604,1.872189,1.87915,1.878661,1.877359,1.877359,1.877847,1.882262,1.88177,1.890225,1.887555,1.886724,1.890058,1.885894,1.890225,1.890393,1.892239,1.893756,1.898508,1.88606,1.895447,1.895616,1.896634,1.899704,1.90159,1.896974,1.902278,1.897655,1.899875,1.906777,1.897825,1.900732,1.912907,1.848437,1.908694,1.905734,1.913437,1.906082,1.902278,1.912202,1.896465,1.890728,1.893756,1.902622,1.90314,1.920919,1.909744,1.909219,1.911498,1.914498
946.251174,1.891233,1.887476,1.885853,1.885691,1.87894,1.886826,1.885043,1.87878,1.889269,1.887802,1.894527,1.89189,1.89552,1.892548,1.888779,1.884074,1.893537,1.89189,1.893207,1.887476,1.894197,1.893207,1.898513,1.89552,1.894032,1.896848,1.89552,1.903548,1.904054,1.904392,1.911726,1.904223,1.912415,1.905747,1.913104,1.912759,1.910009,1.912932,1.901527,1.908812,1.912415,1.918137,1.903716,1.904731,1.914314,1.911726,1.913104,1.917614,1.920763,1.918486,1.874181,1.924113,1.923229,1.923759,1.923229,1.926954,1.929097,1.914141,1.910352,1.907788,1.913277,1.916221,1.929097,1.930352,1.927845,1.932872,1.928739
948.771837,1.905096,1.900966,1.900966,1.902283,1.898016,1.898179,1.898016,1.894761,1.891531,1.897526,1.903109,1.902778,1.908262,1.903439,1.912632,1.903936,1.910778,1.910105,1.908597,1.8972,1.909938,1.90676,1.909434,1.902613,1.909267,1.911788,1.914664,1.911957,1.915513,1.91061,1.919442,1.917217,1.917729,1.92636,1.922369,1.93127,1.92358,1.926535,1.92306,1.925837,1.924447,1.930389,1.921161,1.92462,1.926884,1.918927,1.92951,1.936592,1.934455,1.924794,1.896548,1.939637,1.93481,1.935522,1.935878,1.937843,1.936949,1.928983,1.918071,1.928808,1.925489,1.92636,1.939098,1.944518,1.945792,1.947619,1.942161
951.290658,1.906789,1.906462,1.910729,1.901751,1.904832,1.905646,1.903532,1.906462,1.91139,1.908262,1.907607,1.907934,1.913376,1.916207,1.917378,1.913211,1.915039,1.915206,1.925322,1.914873,1.91604,1.915372,1.917545,1.917043,1.915539,1.916876,1.914706,1.922432,1.927545,1.921416,1.925322,1.921247,1.933414,1.929952,1.92686,1.931506,1.933588,1.932372,1.932026,1.931161,1.932199,1.927717,1.930642,1.938835,1.931334,1.93954,1.948443,1.940775,1.94486,1.936553,1.897091,1.942901,1.942191,1.952056,1.947724,1.94379,1.9579,1.933588,1.924129,1.925322,1.931161,1.944681,1.952419,1.95115,1.953874,1.952601,1.950969
953.807639,1.920546,1.917083,1.912183,1.911534,1.914462,1.912183,1.913647,1.910562,1.9104,1.915443,1.915934,1.920215,1.914789,1.916098,1.919719,1.918893,1.923037,1.922039,1.924371,1.924705,1.920049,1.926044,1.921872,1.916426,1.929749,1.923703,1.925039,1.931444,1.929073,1.93451,1.924371,1.938116,1.94123,1.936224,1.941752,1.938116,1.94071,1.937427,1.940883,1.946647,1.940363,1.941404,1.926884,1.943843,1.9421,1.938461,1.94947,1.953738,1.942622,1.947527,1.897492,1.945944,1.949647,1.951598,1.954453,1.953917,1.958048,1.943843,1.932634,1.941404,1.938979,1.945243,1.959495,1.957327,1.961128,1.952132,1.965697
956.322778,1.924645,1.91796,1.923005,1.918769,1.914735,1.915378,1.919418,1.916667,1.916022,1.928441,1.923005,1.920231,1.921208,1.926786,1.924316,1.911535,1.925303,1.926456,1.925632,1.917636,1.923496,1.923496,1.923988,1.929104,1.925138,1.928772,1.926952,1.937485,1.93294,1.943793,1.934786,1.938502,1.944825,1.939691,1.938502,1.939861,1.943107,1.938672,1.944997,1.946377,1.945859,1.942764,1.941737,1.938163,1.948455,1.944137,1.95002,1.951416,1.952991,1.94345,1.907094,1.953342,1.955101,1.954397,1.958996,1.963825,1.958996,1.947761,1.934618,1.944137,1.946204,1.945169,1.957753,1.958819,1.963286,1.958641,1.964005
958.836075,1.928553,1.925467,1.922241,1.918243,1.924174,1.923367,1.925467,1.92176,1.923206,1.925953,1.916337,1.922724,1.926764,1.934297,1.921439,1.921599,1.922081,1.927088,1.927413,1.934462,1.925629,1.923206,1.92482,1.925953,1.924012,1.930678,1.926926,1.935786,1.941627,1.940788,1.936616,1.932483,1.938613,1.939448,1.943985,1.942299,1.942973,1.945508,1.939448,1.949938,1.94857,1.94857,1.942636,1.950795,1.940788,1.945339,1.954933,1.947036,1.946017,1.952687,1.915703,1.949938,1.953377,1.962976,1.959461,1.956669,1.958586,1.953377,1.937114,1.946866,1.948229,1.953549,1.962623,1.962094,1.959111,1.967054,1.962799
961.347531,1.925571,1.920037,1.9224,1.921611,1.918938,1.912405,1.928125,1.923983,1.926846,1.923983,1.919095,1.91753,1.928125,1.929568,1.923033,1.921611,1.932469,1.928766,1.928766,1.927805,1.925253,1.928926,1.927965,1.929408,1.930694,1.929729,1.935389,1.937838,1.941289,1.939806,1.939149,1.941124,1.946936,1.940465,1.945267,1.954014,1.947772,1.950124,1.949787,1.943439,1.948611,1.949114,1.942115,1.954864,1.945767,1.946602,1.953335,1.950124,1.953165,1.954694,1.908104,1.960002,1.956058,1.960347,1.954524,1.962247,1.96433,1.952826,1.938821,1.950124,1.952318,1.950124,1.960864,1.963288,1.961555,1.964678,1.96923
963.857146,1.930779,1.925427,1.925583,1.923865,1.924489,1.92527,1.916293,1.920604,1.925427,1.929198,1.922931,1.923398,1.92983,1.92983,1.923709,1.921533,1.930621,1.934597,1.927308,1.927937,1.927308,1.931572,1.930146,1.927623,1.932366,1.931254,1.929672,1.934437,1.943312,1.937643,1.942661,1.936037,1.945437,1.946257,1.949386,1.945273,1.947572,1.947572,1.951873,1.952372,1.949883,1.949717,1.947242,1.944618,1.943638,1.947407,1.950711,1.957563,1.951873,1.958407,1.901979,1.95942,1.961966,1.958913,1.962477,1.960098,1.957395,1.951541,1.944945,1.945437,1.9456,1.951707,1.973345,1.96504,1.965211,1.973695,1.971428
966.36492,1.925846,1.918516,1.920337,1.928782,1.923083,1.920945,1.92293,1.917457,1.92125,1.923542,1.926,1.926154,1.924309,1.926771,1.925076,1.93018,1.935186,1.920945,1.931582,1.927853,1.925538,1.929869,1.92708,1.932519,1.933145,1.928472,1.935973,1.939138,1.939614,1.940091,1.942805,1.939614,1.945053,1.946827,1.943607,1.95203,1.946827,1.949421,1.950398,1.946989,1.941047,1.951213,1.943286,1.94457,1.947798,1.950887,1.957628,1.956304,1.95203,1.954491,1.907305,1.958125,1.955644,1.963802,1.958291,1.959454,1.958956,1.949584,1.941047,1.950724,1.953013,1.951867,1.961623,1.961958,1.959621,1.965486,1.964812
968.870852,1.924083,1.922728,1.921227,1.92499,1.925292,1.921077,1.925443,1.920628,1.926656,1.929396,1.928328,1.925443,1.927719,1.928023,1.929854,1.924687,1.922578,1.929243,1.924838,1.928938,1.928938,1.929548,1.932307,1.933384,1.935083,1.929243,1.937099,1.936167,1.938812,1.938032,1.944308,1.942888,1.943677,1.949555,1.949395,1.945416,1.947003,1.95164,1.947799,1.942731,1.945416,1.942731,1.94163,1.945733,1.94605,1.943519,1.952444,1.951158,1.956651,1.956814,1.911447,1.954704,1.954704,1.960571,1.961557,1.960899,1.960079,1.95164,1.941159,1.945258,1.954704,1.948278,1.958117,1.961886,1.964527,1.962709,1.972717
971.374943,1.922678,1.914903,1.922086,1.921939,1.925649,1.922974,1.920316,1.920316,1.921496,1.930143,1.919875,1.922974,1.923715,1.926096,1.922382,1.926394,1.927441,1.923567,1.930595,1.929391,1.924904,1.925053,1.933924,1.930444,1.924309,1.923864,1.934836,1.936361,1.939273,1.938045,1.948443,1.938812,1.944534,1.93682,1.943135,1.945781,1.947345,1.946093,1.946406,1.948757,1.948443,1.94625,1.939273,1.944845,1.946562,1.946562,1.950017,1.952071,1.95525,1.953657,1.910419,1.956688,1.949229,1.95749,1.95128,1.95781,1.963464,1.948286,1.942205,1.949386,1.950805,1.945001,1.962814,1.970017,1.966565,1.968041,1.96379
973.877192,1.923065,1.924673,1.919144,1.920737,1.918278,1.924234,1.920737,1.922191,1.920013,1.928792,1.923211,1.923065,1.921464,1.922482,1.925846,1.922337,1.92292,1.926728,1.925406,1.924234,1.922482,1.926434,1.930718,1.927317,1.927464,1.923649,1.930421,1.938962,1.938055,1.937753,1.941999,1.93972,1.945518,1.937301,1.941695,1.944444,1.942304,1.944904,1.938509,1.943373,1.943067,1.938962,1.941695,1.939417,1.944751,1.944444,1.948138,1.955935,1.951084,1.958935,1.910697,1.950307,1.954364,1.958144,1.957038,1.959411,1.959094,1.942457,1.940478,1.939114,1.951707,1.949376,1.956093,1.957669,1.957196,1.960205,1.961318
976.3776,1.915364,1.921049,1.922051,1.917629,1.914377,1.918055,1.920049,1.916637,1.919051,1.920906,1.920334,1.927825,1.919763,1.921765,1.918766,1.922195,1.920049,1.919763,1.922338,1.920049,1.917629,1.923487,1.926374,1.923487,1.923344,1.922625,1.929572,1.927825,1.931326,1.937373,1.940204,1.937522,1.937968,1.935447,1.92797,1.937373,1.936335,1.946529,1.943958,1.943205,1.945015,1.942152,1.939756,1.939905,1.947592,1.938414,1.947897,1.953255,1.942603,1.954181,1.89644,1.945015,1.944411,1.952793,1.94881,1.949116,1.951564,1.950797,1.934413,1.938861,1.942753,1.943054,1.958369,1.952332,1.958369,1.959149,1.959775
978.876167,1.914293,1.911387,1.914154,1.913461,1.917218,1.919039,1.917078,1.915962,1.91946,1.917638,1.91932,1.923554,1.920727,1.92115,1.918478,1.915266,1.922421,1.923554,1.921856,1.917918,1.920304,1.924833,1.925117,1.923129,1.920445,1.921856,1.925402,1.927544,1.932583,1.932873,1.92583,1.937388,1.92783,1.935198,1.933743,1.939443,1.934906,1.936073,1.940917,1.943137,1.940474,1.951224,1.939149,1.941803,1.940622,1.934615,1.945219,1.945965,1.944177,1.951073,1.893951,1.948511,1.952586,1.948962,1.948361,1.950771,1.948511,1.944028,1.933743,1.944772,1.946114,1.936365,1.949564,1.951224,1.954106,1.950771,1.957466
